Country (Country),Commodity (Commodity),Trade flow (Trade flow),Unit,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Antigua and Barbuda,"Herrings, dried, whether or not salted",Imports,Tonnes,34 F,21,26,15 F,8,20,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Herrings, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,0 0,-,-
Antigua and Barbuda,"Herrings, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7,49,9,-,0 0,-,-,-,-,-,-,-
Antigua and Barbuda,"Herrings, fresh or chilled, nei",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,0 0,-,-
Antigua and Barbuda,"Jack and horse mackerel prepared or preserved, not minced",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,17 F,33 F,...,...,...,35 F,...,-,-,-,-,-,-,-
Antigua and Barbuda,"Ling, dried, whether or not salted, but not smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,16 F,18 F,17 F,12 F,9 F,1 F,4 F,2 F,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Livers and roes, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Livers, roes, milt, dried, salted or in brine, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,1,...,0 0,...,2 F,-,-,-,-,0 0,-,-,-,-,-,0 0,0 0
Antigua and Barbuda,"Livers, roes, milt, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,4,...,0 0,...,...,0 0,0 0,0 0,-,-,-,-,-,0 0,-,-,-
Antigua and Barbuda,"Livers, roes, milt, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,0 0,0 0,0 0,0 0,-,0 0,-,0 0,0 0,0 0,0 0,0 0,0 0
Antigua and Barbuda,"Mackerel fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,66 F,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Mackerel prepared or preserved, not minced, nei",Imports,Tonnes,...,4,6,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,10 F,7 F,13 F,30,31,14 F,20 F,14 F,34 F,37,89,56,31 F,81,33,92,96,147,48,73,86
Antigua and Barbuda,"Mackerel prepared or preserved, not minced, nei",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-
Antigua and Barbuda,"Mackerel, dried, whether or not salted, but not smoked",Imports,Tonnes,37 F,65,94,80 F,74,46,-,-,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Mackerel, dried, whether or not salted, but not smoked",Reexports,Tonnes,...,0 0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Mackerels nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,0 0,20 F,0 0,45 F,8,0 0,3,1 F,-,1,2,0 0,0 0,-,0 0,0 0
Antigua and Barbuda,"Mackerels nei, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13 F,25 F,12 F,2 F,2 F,24 F,27 F,32 F,32 F,43 F,-,-,-,41 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Mackerels, fillets, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Mackerels, nei, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,1,...,...,...,...,0 0,-,-,-,-,-
Antigua and Barbuda,"Mackerels, nei, fresh or chilled",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-
Antigua and Barbuda,"Mackerels, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3 F,...,11 F,0 0,...,...,...,...,11 F,0 0,...,...,...,1 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Marine fish fillets, frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,22 F,30 F,82 F,66 F,...,...,...,...,...,...,...,...,0 0,21 F,...,17 F,3 F,...,...,...,15 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Marine fish fillets, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Marine fish nei, smoked",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Marine fish nei, smoked",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Marine fish, fresh or chilled, nei",Exports,Tonnes,...,0 0,131,50 F,485,157,216,200 F,82,549,300 F,139,149,139,25,32 F,36 F,99 F,100 F,67 F,88,57,55,1,0 0,...,...,...,0 0,...,1 F,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Marine fish, fresh or chilled, nei",Reexports,Tonnes,...,0 0,0 0,-,14,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Marine fish, frozen, nei",Exports,Tonnes,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,69 F,...,21 F,4 F,43,80 F,29,64 F,48,56,101,101,62,44,40 F,40 F
Antigua and Barbuda,"Marine fish, frozen, nei",Reexports,Tonnes,...,...,...,...,1,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,0 0,-,-
Antigua and Barbuda,"Marine mammal oils, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Marine mammal oils, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,0 0
Antigua and Barbuda,"Marine mammal oils, nei",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,0 0,-,-,-
Antigua and Barbuda,"Miscellaneous diadromous fish, salted or in brine, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11 F,-,-,-,4 F,5 F,9 F,7 F,10 F,-,-,-,10 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Miscellaneous marine fish fillets, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7 F,...,...,...,8,2,...,...,4 F,...,...,...,0 0,1 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Miscellaneous marine fish fillets, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Miscellaneous marine fish meat, minced or not, frozen, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,0 0,-,-,...,-,-,-,0 0,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Miscellaneous marine fish, salted or in brine, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,-,-,-,-,-,-,-,-,0 0,-,-,-,-,1,-,2
Antigua and Barbuda,"Miscellaneous marine fish, salted or in brine, nei",Reexports,Tonnes,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,0 0,-,-,-,-,-,-,-,-,0 0,-,-,-,-,1,-,2
Antigua and Barbuda,"Oils and fats of aquatic animals, nei",Imports,Tonnes,7 F,0 0,-,-,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,Ornamental fish nei,Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,...,...,...,...,...,...,0 0,-,-,-,-,-,-
Antigua and Barbuda,Ornamental fish nei,Imports,Tonnes,...,4,1,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,0 0,0 0,0 0,...,...,1,1,1 F,0 0,1,-,0 0,-,1,-,0 0
Antigua and Barbuda,Ornamental fish nei,Reexports,Tonnes,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,0 0,-,-,-,-,-,-
Antigua and Barbuda,Ornamental freshwater fish,Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,Ornamental freshwater fish,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,0 0,-,0 0,-,-,-
Antigua and Barbuda,Ornamental saltwater fish,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,0 0,-,0 0,-,1,-
Antigua and Barbuda,"Pacific cod fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Pacific salmons, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,...,...,...,...,...,...,...,...,0 0,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Plaices, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,-,0 0,0 0,0 0,-,-,-,-,-
Antigua and Barbuda,"Redfish, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Saithe (= Pollock), salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,-,3 F,-,...,...,19 F,18 F,10 F,23 F,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Saithe (=Pollock) fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Saithe (=Pollock), fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Saithe (=Pollock), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Saithe, dried, whether or not salted, but not smoked",Imports,Tonnes,...,101,3,...,...,...,...,...,...,...,...,...,...,...,...,...,31 F,39 F,52 F,42 F,40 F,37 F,51 F,55 F,36 F,33 F,40 F,36 F,60 F,-,-,-,60 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Salmon fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Salmon fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15 F,2 F,0 0,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Salmon minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,...,...,0 0,...,...,1 F,0 0,2 F,1 F,...,...,...,1 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Salmon nei, not minced, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,2,...,...,...,...,...,14 F,15 F,...,...,...,...,1 F,0 0,...,25,20,1 F,0 0,5 F,4 F,18,19,18,6 F,14,15,14,11,15,17,17,16
Antigua and Barbuda,"Salmon roes, cured",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Salmon roes, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Salmonoids, fresh or chilled, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Salmonoids, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,...,...,0 0,0 0,0 0,0 0,0 0,-,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0
Antigua and Barbuda,"Salmonoids, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,2,...,29 F,23 F,15 F,4,11,1,11 F,1,0 0,2,0 0,3,2,4,7
Antigua and Barbuda,"Salmons nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25,7,-,-,-,-,1,5,13,-,-,-,5,8,-,-,-,-
Antigua and Barbuda,"Salmons, dried, whether or not salted, not smoked, nei",Imports,Tonnes,0 0,0 0,7,-,3,7,-,-,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Salmons, fresh or chilled, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,3,...,0 0,0 0,0 0,-,-,0 0,6 F,0 0,2,1,4,3,4,4,9
Antigua and Barbuda,"Salmons, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Salmons, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,1 F,0 0,0 0,0 0,7,11,0 0,0 0,12 F,8 F,16,12,16,1 F,14,14,13,27,13,13,16,14
Antigua and Barbuda,"Salmons, smoked",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,0 0,-,-,-
Antigua and Barbuda,"Sardines, sardinellas, brisling or sprats, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,4 F,1,0 0,0 0,-,-,-,-,-
Antigua and Barbuda,"Sardines, sardinellas, brisling or sprats, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,0 0,...,...,...,...,0 0,...,24,...,1,1,0 0,-,9,5,5,-
Antigua and Barbuda,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",Imports,Tonnes,56 F,21,46,120 F,188,94,...,...,60,...,...,...,...,...,...,...,...,...,...,6 F,13 F,3 F,2 F,120,74,40 F,0 0,3 F,6 F,51,103,101,113 F,95,120,88,173,85,121,97,90
Antigua and Barbuda,"Seabass, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,0 0,0 0,0 0,1 F,0 0,2,0 0,1,1,0 0,0 0,0 0
Antigua and Barbuda,"Shark fins, dried, unsalted",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Sharks nei, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,0 0,-
Antigua and Barbuda,"Sharks nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,1 F,...,...,...,...,...,...,...,...,...,0 0,-,-,0 0,-
Antigua and Barbuda,"Skipjack tuna, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22,-,-,-,0 0,-,-,-,-,-,-,-
Antigua and Barbuda,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,0 0,...,...,...,0 0,...,...,...,-,2,3,4,2
Antigua and Barbuda,"Soles, frozen, nei",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,0 0,0 0,0 0,0 0,-,0 0,0 0,0 0
Antigua and Barbuda,"Southern bluefin tuna (Thunnus maccoyii), live",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,0 0,-,-,-
Antigua and Barbuda,"Swordfish fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,9,-,-,-
Antigua and Barbuda,"Swordfish meat, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10 F,...,...,...,-,1,4,-,-
Antigua and Barbuda,"Swordfish, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Swordfish, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,-,0 0,-,-,-
Antigua and Barbuda,"Swordfish, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,2,1,1
Antigua and Barbuda,"Tilapia fillets, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Tilapia fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,...,...,...,15 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Toothfish (Dissostichus spp.), fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Trout fillets, fresh and chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Trout fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6 F,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,Trouts and chars live,Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,0 0,...,...,...,...,...,...,0 0,-,-,-,-,0 0,-
Antigua and Barbuda,"Trouts and chars, fresh or chilled",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-
Antigua and Barbuda,"Trouts and chars, fresh or chilled",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,0 0,...,0 0,0 0,0 0,0 0,0 0,9,1 F,0 0,0 0,-,-,-,-,1,0 0
Antigua and Barbuda,"Trouts and chars, fresh or chilled",Reexports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-
Antigua and Barbuda,"Trouts and chars, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,16,0 0,...,2 F,0 0,2 F,0 0,-,0 0,-,2,1,0 0,-,-,-,-,-
Antigua and Barbuda,"Trouts and chars, smoked",Imports,Tonnes,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Trouts, salted or in brine",Imports,Tonnes,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Tuna loins and fillets, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Tuna loins, prepared or preserved",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Tunas nei, frozen",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,0 0,-,-,-,-,-,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Tunas nei, frozen",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,22,...,...,...,...,0 0,9,0 0,2 F,0 0,-,-,-,-,-,-,0 0
Antigua and Barbuda,"Tunas prepared or preserved, not minced, in oil",Imports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,...,...,...,...,...,1 F,-,-,-,-,-,-,-,-
Antigua and Barbuda,"Tunas prepared or preserved, not minced, nei",Exports,Tonnes,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0 0,-,-,-,-,-,-
